contact_id,account_id,first_name,last_name,email,job_title,opted_out,created_date,created_date_parsed,created_date_format,email_clean,email_status,email_domain_root,email_is_duplicate,email_duplicate_count,created_date_flag,persona_tier,entity_id,entity_source,is_orphan,person_primary,duplicate_of,title_from_copy,email_multi_entity,is_bot
CON-048202,ACC-018930,Maxime,Moreau,maxime@yellolumflow.io,Chargee de recrutement,false,02/07/2026,2026-07-02,dmy,maxime@yellolumflow.io,ok,yellolumflow,0,,,utilisateur,ENT-19859,account,0,1,,0,0,0
CON-072949,ACC-028562,Sanne,Lefebvre,slefebvre@lorriviapartners.fr,HRBP,false,2021-06-27,2021-06-27,iso,slefebvre@lorriviapartners.fr,ok,lorriviapartners,0,,,champion,ENT-09842,account,0,1,,0,0,0
CON-029634,ACC-011646,Sarah,Navarro,,HR Business Partner,false,09/02/2027,,dmy,,missing,,0,,future,champion,ENT-01784,account,0,1,,0,0,0
CON-045018,ACC-017681,Ines,Petit,ines.petit@ovaligorimmo.io,Talent Acquisition Specialist,false,2019-04-20,2019-04-20,iso,ines.petit@ovaligorimmo.io,ok,ovaligorimmo,0,,,utilisateur,ENT-12832,account,0,1,,0,0,0
CON-076568,,Bastien,Vincent,bastien@vectosoft.com,Directeur RH,false,09/01/2027,,dmy,bastien@vectosoft.com,ok,vectosoft,0,,future,buyer,ENT-18360,inferred_from_email,0,1,,0,0,0
CON-018366,ACC-007194,Sanne,Visser,sanne.visser@ederinexfinance.com,People Ops Coordinator,false,2021-07-12,2021-07-12,iso,sanne.visser@ederinexfinance.com,ok,ederinexfinance,0,,,utilisateur,ENT-04378,account,0,1,,0,0,0
CON-015567,ACC-006093,Antoine,Muller,amuller@belfogorconseil.fr,HR Officer,false,21/02/2019,2019-02-21,dmy,amuller@belfogorconseil.fr,ok,belfogorconseil,0,,,utilisateur,ENT-01349,account,0,1,,0,0,0
CON-074634,ACC-029235,Thomas,Jansen,thomas.jansen@merigroup.eu,HR Assistant,true,07/07/26,2026-07-07,mdy,thomas.jansen@merigroup.eu,ok,merigroup,0,,emails_avant_creation,utilisateur,ENT-10792,account,0,1,,0,0,0
CON-005608,ACC-002152,Guillaume,Andre,,Talent Acquisition Specialist,false,14/05/2020,2020-05-14,dmy,,missing,,0,,,utilisateur,ENT-14959,account,0,1,,0,0,0
CON-067263,ACC-026329,Pauline,Garcia,pgarcia@gallirinconsulting.fr,Chief People Officer,false,2025-10-03,2025-10-03,iso,pgarcia@gallirinconsulting.fr,ok,gallirinconsulting,0,,,buyer,ENT-06465,account,0,1,,0,0,0
CON-000651,ACC-000246,Marta,Simon,msimon@terrafinlogistics.com,CEO,false,2025-09-19,2025-09-19,iso,msimon@terrafinlogistics.com,ok,terrafinlogistics,0,,,buyer,ENT-17295,account,0,1,,0,0,0
CON-052559,ACC-020626,Marion,Guerin,,Recruiter,false,2020-01-21,2020-01-21,iso,,missing,,0,,,utilisateur,ENT-16701,account,0,1,,0,0,0
CON-040074,ACC-015747,Quentin,Serrano,quentin.serrano@ardenviaconseil.fr,Charge de recrutement,false,2020-01-07,2020-01-07,iso,quentin.serrano@ardenviaconseil.fr,ok,ardenviaconseil,0,,,utilisateur,ENT-00821,account,0,1,,0,0,0
CON-030957,ACC-012166,Laura,Dubois,laura.dubois@maviviamedia.co,Head of HR Operations,false,2026-12-26,,iso,laura.dubois@maviviamedia.co,ok,maviviamedia,0,,future,buyer,ENT-10662,account,0,1,,0,0,0
CON-016571,ACC-006496,Sanne,Boyer,sanne@juntofinlab.com,HR Director,false,17/08/2023,2023-08-17,dmy,sanne@juntofinlab.com,ok,juntofinlab,0,,,buyer,ENT-08713,account,0,1,,0,0,0
CON-012017,ACC-004679,Pablo,Garnier,pgarnier@serenivenpartners.com,VP People,false,07/04/2022,2022-04-07,dmy,pgarnier@serenivenpartners.com,ok,serenivenpartners,0,,,buyer,ENT-15555,account,0,1,,0,0,0
CON-002104,ACC-000813,Elise,Ferrari,elise.ferrari@ederirinpartners.fr,Talent Acquisition Manager,false,05/13/20,2020-05-13,mdy,elise.ferrari@ederirinpartners.fr,ok,ederirinpartners,0,,,champion,ENT-04462,account,0,1,,0,0,0
CON-054528,ACC-021384,Florian,Bernard,florian.bernard@serenilumfinance.com,,false,04/09/19,2019-04-09,mdy,florian.bernard@serenilumfinance.com,ok,serenilumfinance,0,,,sans_titre,ENT-15352,account,0,1,,0,0,0
CON-072851,ACC-028528,Maxime,Ferrari,maxime@cendramarmobility.fr,Office Manager,false,2027-06-21,,iso,maxime@cendramarmobility.fr,ok,cendramarmobility,0,,future,bruit,ENT-02721,account,0,1,,0,0,0
CON-025421,ACC-009969,Jonas,Visser,jonas@ederidorflow.com,HR Intern,false,2023-09-08,2023-09-08,iso,jonas@ederidorflow.com,ok,ederidorflow,0,,,bruit,ENT-04213,account,0,1,,0,0,0
CON-019912,ACC-007809,Emil,Garcia,egarcia@doriobeltech.io,Head of HR Operations,false,04/06/24,2024-04-06,mdy,egarcia@doriobeltech.io,ok,doriobeltech,0,,,buyer,ENT-03743,account,0,1,,0,0,0
CON-070994,ACC-027803,Anais,Girard,anais@delfivenconseil.eu,HRBP,false,08/04/21,2021-08-04,mdy,anais@delfivenconseil.eu,ok,delfivenconseil,0,,,champion,ENT-03682,account,0,1,,0,0,0
CON-034884,ACC-013703,Pablo,Mercier,pablo.mercier@iberiflow.eu,Executive Assistant,false,2019-11-19,2019-11-19,iso,pablo.mercier@iberiflow.eu,ok,iberiflow,0,,,bruit,ENT-07912,account,0,1,,0,0,0
CON-028494,ACC-011185,Romain,Michel,romain.michel@stellaretail.co,Recruiter,false,01/27/24,2024-01-27,mdy,romain.michel@stellaretail.co,ok,stellaretail,0,,,utilisateur,ENT-16284,account,0,1,,0,0,0
CON-067073,ACC-026255,Elise,Dupont,edupont@ulmiviaflow.com,Executive Assistant,false,2026-04-27,2026-04-27,iso,edupont@ulmiviaflow.com,ok,ulmiviaflow,0,,,bruit,ENT-18019,account,0,1,,0,0,0
CON-013202,ACC-005144,Femke,Fournier,ffournier@nordilumworks.eu,,false,02/21/22,2022-02-21,mdy,ffournier@nordilumworks.eu,ok,nordilumworks,0,,,sans_titre,ENT-11679,account,0,1,,0,0,0
CON-060393,ACC-023681,Camille,Rossi,camille.rossi@fernoquiconsulting.eu,Head of HR Operations,false,2025-01-28,2025-01-28,iso,camille.rossi@fernoquiconsulting.eu,ok,fernoquiconsulting,0,,,buyer,ENT-05644,account,0,1,,0,0,0
CON-030699,ACC-012067,Pierre,Fournier,pierre.fournier@kelviviaenergie.com,Chargee de recrutement,false,12/08/23,2023-12-08,mdy,pierre.fournier@kelviviaenergie.com,ok,kelviviaenergie,0,,,utilisateur,ENT-09407,account,0,1,,0,0,0
CON-026700,ACC-010473,Vincent,Moreau,vincent@estevalexforge.co,Head of HR Operations,false,09/03/2019,2019-03-09,dmy,vincent@estevalexforge.co,ok,estevalexforge,0,,,buyer,ENT-04708,account,0,1,,0,0,0
CON-074119,ACC-029033,Chloe,Dubois,chloe@estevabelenergie.fr,People Ops Coordinator,false,01/10/26,2026-01-10,mdy,chloe@estevabelenergie.fr,ok,estevabelenergie,0,,,utilisateur,ENT-04564,account,0,1,,0,0,0
CON-064451,ACC-025233,Laura,Navarro,laura.navarro@gmail.com,Compensation & Benefits Manager,false,2020-10-30,2020-10-30,iso,laura.navarro@gmail.com,personal,,1,2,,champion,ENT-12337,account,0,1,,0,1,0
CON-036432,ACC-014319,Camille,Vincent,camille@talohalhub.com,HR Business Partner,false,03/27/22,2022-03-27,mdy,camille@talohalhub.com,ok,talohalhub,0,,,champion,ENT-16929,account,0,1,,0,0,0
CON-059595,ACC-023350,Maxime,Simon,,People Ops Manager,false,06/03/18,2018-06-03,mdy,,missing,,0,,,champion,ENT-17993,account,0,1,,0,0,0
CON-009030,ACC-003499,Marion,Ferrari,marion.ferrari@vertidormedia.co,,false,02/06/2027,,dmy,marion.ferrari@vertidormedia.co,ok,vertidormedia,0,,future,sans_titre,ENT-18519,account,0,1,,0,0,0
CON-032701,ACC-012829,Nicolas,Meyer,,Recruiter,false,10/21/25,2025-10-21,mdy,,missing,,0,,,utilisateur,ENT-05459,account,0,1,,0,0,0
CON-049181,ACC-019324,Jan,Serrano,jserrano@grimopraforge.fr,Recruiter,false,08/08/23,2023-08-08,mdy,jserrano@grimopraforge.fr,ok,grimopraforge,0,,,utilisateur,ENT-06839,account,0,1,,0,0,0
CON-046150,ACC-018108,Anais,Andre,anais@nordilogistics.com,Office Manager,true,09/30/21,2021-09-30,mdy,anais@nordilogistics.com,ok,nordilogistics,0,,,bruit,ENT-11660,account,0,1,,0,0,0
CON-017837,ACC-007000,Sanne,Martin,sanne.martin@novalogic.fr,Chargee de recrutement,false,2023-09-27,2023-09-27,iso,sanne.martin@novalogic.fr,ok,novalogic,0,,,utilisateur,ENT-12071,account,0,1,,0,0,0
CON-053765,ACC-021106,Florian,Moreau,florian@caurimarlogic.com,HR Director,false,11/07/2019,2019-07-11,dmy,florian@caurimarlogic.com,ok,caurimarlogic,0,,,buyer,ENT-02293,account,0,1,,0,0,0
CON-016608,ACC-006510,Sophie,Jansen,sophie.jansen@cendrabelretail.com,HRBP,false,2026-05-09,2026-05-09,iso,sophie.jansen@cendrabelretail.com,ok,cendrabelretail,0,,,champion,ENT-02519,account,0,1,,0,0,0
CON-024347,ACC-009517,Lucas,Laurent,lucas.laurent@edericalflow.fr,HR Director,true,08/11/2022,2022-11-08,dmy,lucas.laurent@edericalflow.fr,ok,edericalflow,0,,,buyer,ENT-04185,account,0,1,,0,0,0
CON-059729,ACC-023408,Pauline,Jansen,pauline@neovengroup.com,People Ops Manager,false,2023-06-22,2023-06-22,iso,pauline@neovengroup.com,ok,neovengroup,0,,,champion,ENT-11457,account,0,1,,0,0,0
CON-042989,ACC-016881,Romain,Chevalier,romain@primonexsystems.io,Recruiter,true,09/03/23,2023-09-03,mdy,romain@primonexsystems.io,ok,primonexsystems,0,,,utilisateur,ENT-13775,account,0,1,,0,0,0
CON-067085,ACC-026260,Pauline,Smit,pauline@kelvivenconseil.co,Chargee de recrutement,false,05/09/2023,2023-09-05,dmy,pauline@kelvivenconseil.co,ok,kelvivenconseil,0,,,utilisateur,ENT-09380,account,0,1,,0,0,0
CON-072053,ACC-028231,Thomas,Fournier,thomas.fournier@lorricalsolutions.fr,Head of People,false,09/08/2020,2020-08-09,dmy,thomas.fournier@lorricalsolutions.fr,ok,lorricalsolutions,0,,,buyer,ENT-09473,account,0,1,,0,0,0
CON-070062,ACC-027421,Felix,Bonnet,felix.bonnet@vespilexsolutions.fr,HRBP,false,06/03/2022,2022-03-06,dmy,felix.bonnet@vespilexsolutions.fr,ok,vespilexsolutions,0,,,champion,ENT-19038,account,0,1,,0,0,0
CON-040431,ACC-015884,Pauline,Simon,pauline.simon@juntovenservices.io,Talent Acquisition Specialist,true,29/04/2018,2018-04-29,dmy,pauline.simon@juntovenservices.io,ok,juntovenservices,0,,,utilisateur,ENT-09005,account,0,1,,0,0,0
CON-000497,ACC-000184,Guillaume,Rousseau,guillaume@kelvitasforge.com,Responsable Recrutement,false,15/02/2019,2019-02-15,dmy,guillaume@kelvitasforge.com,ok,kelvitasforge,0,,,champion,ENT-09366,account,0,1,,0,0,0
CON-058049,ACC-022750,Bastien,Fournier,bastien.fournier@belfofood.com,Head of HR Operations,false,10/26/20,2020-10-26,mdy,bastien.fournier@belfofood.com,ok,belfofood,0,,,buyer,ENT-01347,account,0,1,,0,0,0
CON-026681,ACC-010468,Lea,Garcia,lea.garcia@fabrihaldata.com,HR Intern,false,21/06/2024,2024-06-21,dmy,lea.garcia@fabrihaldata.com,ok,fabrihaldata,0,,,bruit,ENT-05088,account,0,1,,0,0,0
CON-006250,ACC-002398,Quentin,Dubois,qdubois@vertibelmedia.fr,COO,false,2020-07-03,2020-07-03,iso,qdubois@vertibelmedia.fr,ok,vertibelmedia,0,,,buyer,ENT-18472,account,0,1,,0,0,0
CON-014432,ACC-005622,Lucas,Simon,lsimon@axiolexlogic.fr,Charge de recrutement,false,11/26/26,,mdy,lsimon@axiolexlogic.fr,ok,axiolexlogic,0,,future,utilisateur,ENT-01004,account,0,1,,0,0,0
CON-060221,ACC-023609,Quentin,Durand,,HR Assistant,false,18/05/2026,2026-05-18,dmy,,missing,,0,,,utilisateur,ENT-14816,account,0,1,,0,0,0
CON-032794,ACC-012866,Sanne,Weber,sanne@zephigorlogistics.io,VP Human Resources,false,18/04/2019,2019-04-18,dmy,sanne@zephigorlogistics.io,ok,zephigorlogistics,0,,,buyer,ENT-20216,account,0,1,,0,0,0
CON-010422,ACC-004043,Pablo,Moreau,pablo.moreau@fabribellabs.com,Charge de recrutement,false,2022-03-09,2022-03-09,iso,pablo.moreau@fabribellabs.com,ok,fabribellabs,0,,,utilisateur,ENT-04971,account,0,1,,0,0,0
CON-023323,ACC-009119,Quentin,Ferrari,quentin.ferrari@solilexworks.fr,HR Officer,true,2021-07-29,2021-07-29,iso,quentin.ferrari@solilexworks.fr,ok,solilexworks,0,,,utilisateur,ENT-15741,account,0,1,,0,0,0
CON-070432,ACC-027557,Nicolas,Bernard,nicolas.bernard@rapilumpartners.co,Office Manager,false,02/07/22,2022-02-07,mdy,nicolas.bernard@rapilumpartners.co,ok,rapilumpartners,0,,,bruit,ENT-14540,account,0,1,,0,0,0
CON-059891,ACC-023471,Anais,Weber,anais.weber@serenidordigital.fr,Head of Talent Acquisition,false,10/27/25,2025-10-27,mdy,anais.weber@serenidordigital.fr,ok,serenidordigital,0,,,buyer,ENT-15220,account,0,1,,0,0,0
CON-000989,ACC-000376,Elena,Chevalier,elena.chevalier@ardenviadynamics.eu,People Ops Manager,false,2019-08-14,2019-08-14,iso,elena.chevalier@ardenviadynamics.eu,ok,ardenviadynamics,0,,,champion,ENT-00823,account,0,1,,0,0,0
CON-076816,,Hugo,Smit,hugo.smit@perrilab.com,HRBP,false,07/07/22,2022-07-07,mdy,hugo.smit@perrilab.com,ok,perrilab,0,,,champion,ENT-13281,inferred_from_email,0,1,,0,0,0
CON-033948,ACC-013303,Benjamin,Bonnet,benjamin.bonnet@novabelgroup.com,HR Assistant,false,2020-08-04,2020-08-04,iso,benjamin.bonnet@novabelgroup.com,ok,novabelgroup,0,,,utilisateur,ENT-11905,account,0,1,,0,0,0
CON-063176,ACC-024739,Elise,Boyer,elise.boyer@perrimarforge.co,HR Director,false,2022-12-28,2022-12-28,iso,elise.boyer@perrimarforge.co,ok,perrimarforge,0,,,buyer,ENT-13333,account,0,1,,0,0,0
CON-007734,ACC-002974,Vincent,Mercier,vincent@perrinexdynamics.com,HR Manager,false,05/15/18,2018-05-15,mdy,vincent@perrinexdynamics.com,ok,perrinexdynamics,0,,,champion,ENT-13356,account,0,1,,0,0,0
CON-055166,ACC-021627,Claire,Fischer,claire.fischer@gmail.com,Recruiter,false,03/14/22,2022-03-14,mdy,claire.fischer@gmail.com,personal,,1,4,,utilisateur,ENT-20250,account,0,1,,0,1,0
CON-027699,ACC-010874,Nicolas,Lambert,nicolas.lambert@caurinexmedia.com,,true,07/02/2026,2026-02-07,dmy,nicolas.lambert@caurinexmedia.com,ok,caurinexmedia,0,,,sans_titre,ENT-02316,account,0,1,,0,0,0
CON-053339,ACC-020932,Bastien,Weber,bastien.weber@gmail.com,Head of Talent Acquisition,false,13/05/2024,2024-05-13,dmy,bastien.weber@gmail.com,personal,,1,2,,buyer,ENT-03639,account,0,1,,0,1,0
CON-074829,ACC-029315,Anna,Navarro,anna.navarro@caurinexlab.io,Head of Talent Acquisition,true,2025-07-11,2025-07-11,iso,anna.navarro@caurinexlab.io,ok,caurinexlab,0,,,buyer,ENT-02313,account,0,1,,0,0,0
CON-053785,ACC-021117,Margaux,Guerin,margaux.guerin@quantibellab.fr,Chargee de recrutement,false,09/03/2025,2025-03-09,dmy,margaux.guerin@quantibellab.fr,ok,quantibellab,0,,,utilisateur,ENT-13964,account,0,1,,0,0,0
CON-056794,ACC-022254,Elena,Michel,elena.michel@neocalsystems.com,Charge de recrutement,false,2019-10-23,2019-10-23,iso,elena.michel@neocalsystems.com,ok,neocalsystems,0,,,utilisateur,ENT-11124,account,0,1,,0,0,0
CON-073227,ACC-028675,Nora,Mercier,nora.mercier@corticalgroup.eu,People Ops Manager,false,28/08/2023,2023-08-28,dmy,nora.mercier@corticalgroup.eu,ok,corticalgroup,0,,,champion,ENT-02947,account,0,1,,0,0,0
CON-051851,ACC-020342,Jonas,Visser,jonas@estevanexflow.fr,HR Officer,false,04/09/27,,mdy,jonas@estevanexflow.fr,ok,estevanexflow,0,,future,utilisateur,ENT-04772,account,0,1,,0,0,0
CON-003300,ACC-001266,Emil,Laurent,emil.laurent@haldepradata.com,Head of People,false,28/10/2025,2025-10-28,dmy,emil.laurent@haldepradata.com,ok,haldepradata,0,,,buyer,ENT-07237,account,0,1,,0,0,0
CON-003406,ACC-001305,Romain,Bernard,romain.bernard@ulmilumlogistics.co,HRBP,false,12/22/25,2025-12-22,mdy,romain.bernard@ulmilumlogistics.co,ok,ulmilumlogistics,0,,,champion,ENT-17814,account,0,1,,0,0,0
CON-026881,ACC-010545,Margaux,Rossi,margaux.rossi@roccafinmedia.fr,HRBP,false,2023-08-24,2023-08-24,iso,margaux.rossi@roccafinmedia.fr,ok,roccafinmedia,0,,,champion,ENT-14849,account,0,1,,0,0,0
CON-010946,ACC-004251,Benjamin,Rossi,benjamin.rossi@iberitasdynamics.io,Responsable Recrutement,false,14/12/2026,,dmy,benjamin.rossi@iberitasdynamics.io,ok,iberitasdynamics,0,,future,champion,ENT-08162,account,0,1,,0,0,0
CON-057133,ACC-022387,Emil,Dupont,emil.dupont@perrisollabs.com,Talent Acquisition Specialist,false,2022-03-29,2022-03-29,iso,emil.dupont@perrisollabs.com,ok,perrisollabs,0,,,utilisateur,ENT-13457,account,0,1,,0,0,0
CON-013501,ACC-005267,Lea,Vincent,lea@juntoviagroup.fr,People Ops Manager,false,2021-07-15,2021-07-15,iso,lea@juntoviagroup.fr,ok,juntoviagroup,0,,,champion,ENT-09019,account,0,1,,0,0,0
CON-046941,ACC-018423,Lars,Rossi,lars.rossi@ulmiquiconseil.com,HR Manager,false,11/23/24,2024-11-23,mdy,lars.rossi@ulmiquiconseil.com,ok,ulmiquiconseil,0,,,champion,ENT-17896,account,0,1,,0,0,0
CON-031579,ACC-012404,Chloe,Vincent,chloe@terrahalsolutions.io,Directrice RH,false,12/13/25,2025-12-13,mdy,chloe@terrahalsolutions.io,ok,terrahalsolutions,0,,,buyer,ENT-17353,account,0,1,,0,0,0
CON-019307,ACC-007566,Felix,Petit,felix@cendralogistics.com,Office Manager,false,03/08/2025,2025-08-03,dmy,felix@cendralogistics.com,ok,cendralogistics,0,,,bruit,ENT-02680,account,0,1,,0,0,0
CON-009293,ACC-003610,Elise,Muller,elise.muller@perrisolretail.fr,Head of Talent Acquisition,false,11/09/22,2022-11-09,mdy,elise.muller@perrisolretail.fr,ok,perrisolretail,0,,,buyer,ENT-13461,account,0,1,,0,0,0
CON-052727,ACC-020686,Elise,Moreau,elise.moreau@iberiquiforge.fr,Chargee de recrutement,false,12/06/21,2021-12-06,mdy,elise.moreau@iberiquiforge.fr,ok,iberiquiforge,0,,,utilisateur,ENT-08098,account,0,1,,0,0,0
CON-074225,ACC-029080,Jonas,Leroy,jonas.leroy@ivorovenlogic.fr,Chargee de recrutement,false,2026-07-06,2026-07-06,iso,jonas.leroy@ivorovenlogic.fr,ok,ivorovenlogic,0,,emails_avant_creation,utilisateur,ENT-08602,account,0,1,,0,0,0
CON-068602,ACC-026842,Julien,Garnier,julien.garnier@ardenvenimmo.io,Chargee de recrutement,false,05/04/2019,2019-04-05,dmy,julien.garnier@ardenvenimmo.io,ok,ardenvenimmo,0,,,utilisateur,ENT-00808,account,0,1,,0,0,0
CON-063179,ACC-024740,Julien,Serrano,jserrano@ederibellabs.eu,HR Intern,false,08/07/2020,2020-07-08,dmy,jserrano@ederibellabs.eu,ok,ederibellabs,0,,,bruit,ENT-04170,account,0,1,,0,0,0
CON-069865,ACC-027348,Florian,Navarro,florian.navarro@caurifood.co,Head of Talent Acquisition,false,26/01/2019,2019-01-26,dmy,florian.navarro@caurifood.co,ok,caurifood,0,,,buyer,ENT-02182,account,0,1,,0,0,0
CON-074771,ACC-029293,Sanne,Boyer,sanne.boyer@ederigorlab.fr,Office Manager,false,2023-10-31,2023-10-31,iso,sanne.boyer@ederigorlab.fr,ok,ederigorlab,0,,,bruit,ENT-04268,account,0,1,,0,0,0
CON-026196,ACC-010280,Benjamin,Garnier,benjamin@iberidorconseil.fr,Talent Acquisition Manager,false,01/09/27,,mdy,benjamin@iberidorconseil.fr,ok,iberidorconseil,0,,future,champion,ENT-07861,account,0,1,,0,0,0
CON-032183,ACC-012628,Sophie,Rossi,sophie.rossi@cendragorhub.fr,Executive Assistant,false,10/06/2023,2023-06-10,dmy,sophie.rossi@cendragorhub.fr,ok,cendragorhub,0,,,bruit,ENT-02610,account,0,1,,0,0,0
CON-015765,ACC-006175,Florian,Weber,florian.weber@novadata.fr,Charge de recrutement,false,18/11/2018,2018-11-18,dmy,florian.weber@novadata.fr,ok,novadata,0,,,utilisateur,ENT-11946,account,0,1,,0,0,0
CON-055715,ACC-021829,Guillaume,Leroy,guillaume.leroy@sylvasolmobility.fr,Compensation & Benefits Manager,false,2022-01-11,2022-01-11,iso,guillaume.leroy@sylvasolmobility.fr,ok,sylvasolmobility,0,,,champion,ENT-16723,account,0,1,,0,0,0
CON-025207,ACC-009881,Julien,Andre,julien.andre@kelvilexpharma.com,HR Manager,false,08/17/24,2024-08-17,mdy,julien.andre@kelvilexpharma.com,ok,kelvilexpharma,0,,,champion,ENT-09192,account,0,1,,0,0,0
CON-018494,ACC-007242,Felix,Guerin,felix.guerin@rapiviaretail.fr,Recruiter,false,08/11/2022,2022-11-08,dmy,felix.guerin@rapiviaretail.fr,ok,rapiviaretail,0,,,utilisateur,ENT-14747,account,0,1,,0,0,0
CON-019107,ACC-007482,Femke,Dubois,femke.dubois@ivorobelconseil.fr,HRBP,false,05/21/21,2021-05-21,mdy,femke.dubois@ivorobelconseil.fr,ok,ivorobelconseil,0,,,champion,ENT-08223,account,0,1,,0,0,0
