entity_id,contact_id,nom,titre,persona,score,detail
ENT-11586,CON-021696,Elena Boyer,People Ops Coordinator,utilisateur,0.016553592811034978,like LinkedIn 04-23 (0.00234375) · clic email 04-29 (0.014209842811034979)
ENT-12392,CON-066671,Quentin Laurent,HR Assistant,utilisateur,0.007031249999999999,commentaire LinkedIn 04-23 (0.007031249999999999)
ENT-04055,CON-041906,Sarah Roux,People Ops Coordinator,utilisateur,0.009375,clic email 04-23 (0.009375)
ENT-09459,CON-039717,Benjamin Lambert,Head of HR Operations,buyer,0.015625,clic email 04-23 (0.015625)
ENT-08239,CON-062723,Julien Moreau,Compensation & Benefits Manager,champion,0.3571095064991106,clic email 04-23 (0.0125) · commentaire LinkedIn 06-14 (0.3446095064991106)
ENT-08239,CON-062724,Diego Moreau,Executive Assistant,bruit,0.0,clic email 06-17 (0.0)
ENT-14954,CON-008093,Quentin Garnier,People Ops Coordinator,utilisateur,0.009375,clic email 04-23 (0.009375)
ENT-00074,CON-011184,Lucas Vincent,Chief People Officer,buyer,0.05831566020600775,like LinkedIn 04-23 (0.00390625) · clic email 05-11 (0.05440941020600775)
ENT-02459,CON-071057,Florian Girard,Office Manager,bruit,0.0,clic email 04-23 (0.0)
ENT-19832,CON-039656,Florian Lefebvre,Directrice RH,buyer,0.017948411796828663,clic email 04-25 (0.017948411796828663)
ENT-19832,CON-039658,Julie Weber,Compensation & Benefits Manager,champion,0.0125,clic email 04-23 (0.0125)
ENT-10764,CON-066476,Marion Fontaine,Executive Assistant,bruit,0.0,commentaire LinkedIn 04-23 (0.0)
ENT-13720,CON-055823,Elena Fischer,Recruiter,utilisateur,0.007031249999999999,commentaire LinkedIn 04-23 (0.007031249999999999)
ENT-10318,CON-071533,Margaux Visser,CEO,buyer,0.035983091810643894,clic email 04-24 (0.016746460352129577) · like LinkedIn 05-16 (0.019236631458514314)
ENT-07342,CON-042522,Bastien Moreau,Directeur RH,buyer,0.1088188204120155,clic email 05-21 (0.1088188204120155)
ENT-07342,CON-042119,Antoine Durand,HR Assistant,utilisateur,0.010047876211277746,clic email 04-24 (0.010047876211277746)
ENT-08502,CON-027310,Elise Jansen,HR Assistant,utilisateur,0.010047876211277746,clic email 04-24 (0.010047876211277746)
ENT-19809,CON-034433,Romain Bonnet,HR Business Partner,champion,0.06748279396112951,commentaire LinkedIn 04-24 (0.010047876211277748) · clic email 05-15 (0.05743491774985176)
ENT-18789,CON-022927,Sophie Blanc,Executive Assistant,bruit,0.0,commentaire LinkedIn 04-24 (0.0)
ENT-01794,CON-032569,Alexandre Chevalier,Responsable Recrutement,champion,2.121260533447909,commentaire LinkedIn 04-24 (0.010047876211277748) · clic email 07-06 (2.111212657236631)
ENT-01030,CON-058541,Emma Muller,Recruiter,utilisateur,0.024740773326991775,clic email 05-07 (0.024740773326991775)
ENT-01030,CON-058545,Emma Chevalier,VP Human Resources,buyer,0.004186615088032394,like LinkedIn 04-24 (0.004186615088032394)
ENT-10742,CON-001166,Greta Fournier,Head of People,buyer,0.016746460352129577,clic email 04-24 (0.016746460352129577)
ENT-13532,CON-026168,Antoine Simon,Compensation & Benefits Manager,champion,0.013397168281703661,clic email 04-24 (0.013397168281703661)
ENT-04438,CON-024527,Antoine Muller,Responsable Recrutement,champion,0.37656248868514897,like LinkedIn 04-24 (0.0033492920704259153) · clic email 06-11 (0.3732131966147231)
ENT-12540,CON-012099,Pierre Girard,Compensation & Benefits Manager,champion,0.013397168281703661,clic email 04-24 (0.013397168281703661)
ENT-09069,CON-014624,Pierre Smit,HR Officer,utilisateur,0.02559592680303661,like LinkedIn 04-24 (0.0025119690528194365) · clic email 05-06 (0.023083957750217175)
ENT-08683,CON-059722,Jan Mercier,,sans_titre,1.1761745499271834,like LinkedIn 04-24 (0.002093307544016197) · clic email 05-10 (0.025382887386132362) · clic email 07-04 (1.1486983549970349)
ENT-08683,CON-059725,Benjamin Visser,HR Assistant,utilisateur,0.012370386663495887,clic email 04-27 (0.012370386663495887)
ENT-08683,CON-059721,Lucas Guerin,People Ops Coordinator,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-12168,CON-009192,Julie Lefebvre,Recruiter,utilisateur,0.010047876211277746,clic email 04-24 (0.010047876211277746)
ENT-04923,CON-016784,Emil Rossi,Talent Acquisition Specialist,utilisateur,0.9095005435986713,clic email 04-24 (0.010047876211277746) · clic email 06-03 (0.16076601938044394) · clic email 06-25 (0.7386866480069496)
ENT-04923,CON-006421,Pauline Bernard,HR Officer,utilisateur,0.02153809415619441,clic email 05-05 (0.02153809415619441)
ENT-05254,CON-063582,Ines Dubois,HR Business Partner,champion,0.0033492920704259153,like LinkedIn 04-24 (0.0033492920704259153)
ENT-03548,CON-061055,Benjamin Smit,HR Director,buyer,0.3245325636883586,clic email 04-24 (0.016746460352129577) · like LinkedIn 06-25 (0.307786103336229)
ENT-01228,CON-075475,Hugo Moreau,Talent Acquisition Manager,champion,6.413397168281704,clic email 04-24 (0.013397168281703661) · clic email 07-22 (6.4)
ENT-14593,CON-022946,Elena Lefebvre,HR Assistant,utilisateur,0.007535907158458309,commentaire LinkedIn 04-24 (0.007535907158458309)
ENT-14387,CON-027725,Jan Lambert,Office Manager,bruit,0.0,clic email 04-24 (0.0)
ENT-09431,CON-063211,Romain Leroy,Talent Acquisition Specialist,utilisateur,0.0025119690528194365,like LinkedIn 04-24 (0.0025119690528194365)
ENT-06650,CON-013314,Chloe Petit,HRBP,champion,1.225970421490022,clic email 04-24 (0.013397168281703661) · like LinkedIn 07-18 (1.2125732532083184)
ENT-14500,CON-020047,Emma Boyer,Compensation & Benefits Manager,champion,0.013397168281703661,clic email 04-24 (0.013397168281703661)
ENT-17861,CON-033947,Jan Garcia,Executive Assistant,bruit,0.0,clic email 04-24 (0.0)
ENT-19052,CON-018825,Maxime Garcia,,sans_titre,0.03589682359365735,clic email 05-15 (0.03589682359365735)
ENT-19052,CON-018823,Chloe Fournier,Talent Acquisition Manager,champion,0.013397168281703661,clic email 04-24 (0.013397168281703661)
ENT-19663,CON-030253,Diego Garcia,Directeur RH,buyer,0.004186615088032394,like LinkedIn 04-24 (0.004186615088032394)
ENT-14874,CON-003227,Pablo Moreau,Office Manager,bruit,0.0,clic email 04-24 (0.0) · clic email 06-24 (0.0)
ENT-12568,CON-068802,Sarah Leroy,Executive Assistant,bruit,0.0,clic email 04-24 (0.0) · clic email 04-29 (0.0)
ENT-02868,CON-055394,Guillaume Dupont,,sans_titre,0.006279922632048591,commentaire LinkedIn 04-24 (0.006279922632048591)
ENT-02868,CON-055393,Emil Dubois,Office Manager,bruit,0.0,like LinkedIn 05-15 (0.0)
ENT-20376,CON-017622,Nora Guerin,HR Intern,bruit,0.0,clic email 04-24 (0.0)
ENT-14942,CON-068987,Nora Rousseau,HR Officer,utilisateur,1.8213718488652972,like LinkedIn 04-24 (0.0025119690528194365) · clic email 07-08 (1.8188598798124778)
ENT-03870,CON-073266,Nicolas Fournier,Head of Talent Acquisition,buyer,5.106707045896968,clic email 07-10 (3.4822022531844965) · like LinkedIn 07-19 (1.6245047927124712)
ENT-03870,CON-067813,Jonas Roux,Talent Acquisition Manager,champion,0.013397168281703661,clic email 04-24 (0.013397168281703661)
ENT-10291,CON-063332,Emma Weber,,sans_titre,0.008373230176064788,clic email 04-24 (0.008373230176064788)
ENT-15466,CON-070382,Laura Bonnet,People Ops Manager,champion,0.013397168281703661,clic email 04-24 (0.013397168281703661)
ENT-09387,CON-061705,Chloe Jansen,Talent Acquisition Manager,champion,0.013397168281703661,clic email 04-24 (0.013397168281703661)
ENT-12971,CON-075534,Thomas Girard,Head of Talent Acquisition,buyer,0.30392104910138834,clic email 04-24 (0.016746460352129577) · clic email 06-04 (0.2871745887492588)
ENT-02930,CON-042228,Benjamin Garcia,Charge de recrutement,utilisateur,0.014209842811034979,like LinkedIn 05-19 (0.014209842811034979)
ENT-02930,CON-042230,Diego Fournier,HR Officer,utilisateur,0.010047876211277746,clic email 04-24 (0.010047876211277746)
ENT-20490,CON-000667,Jan Roux,HR Officer,utilisateur,0.010047876211277746,clic email 04-24 (0.010047876211277746)
ENT-16221,CON-012857,Pierre Durand,Charge de recrutement,utilisateur,0.0025119690528194365,like LinkedIn 04-24 (0.0025119690528194365)
ENT-16950,CON-012179,Alexandre Dubois,Recruiter,utilisateur,0.007535907158458309,commentaire LinkedIn 04-24 (0.007535907158458309)
ENT-01636,CON-036933,Elise Bonnet,VP People,buyer,0.016746460352129577,clic email 04-24 (0.016746460352129577)
ENT-13821,CON-025584,Hugo Smit,Directrice RH,buyer,0.012559845264097182,commentaire LinkedIn 04-24 (0.012559845264097182)
ENT-04173,CON-033162,Margaux Mercier,Chargee de recrutement,utilisateur,0.9094299399062389,clic email 06-28 (0.9094299399062389)
ENT-04173,CON-033160,Claire Vincent,People Ops Manager,champion,0.013397168281703661,clic email 04-24 (0.013397168281703661)
ENT-20020,CON-056554,Margaux Petit,Compensation & Benefits Manager,champion,0.05743491774985176,like LinkedIn 06-04 (0.05743491774985176)
ENT-20020,CON-056556,Florian Rousseau,Executive Assistant,bruit,0.0,clic email 04-24 (0.0)
ENT-00507,CON-002779,Felix Laurent,Chief People Officer,buyer,0.5,clic email 06-12 (0.5)
ENT-00507,CON-002777,Thomas Andre,HR Officer,utilisateur,0.0025119690528194365,like LinkedIn 04-24 (0.0025119690528194365)
ENT-06619,CON-031376,Lea Garcia,Directrice RH,buyer,0.37892914162759955,like LinkedIn 06-28 (0.37892914162759955)
ENT-06619,CON-031379,Diego Navarro,Talent Acquisition Specialist,utilisateur,0.015229732431679409,clic email 04-30 (0.015229732431679409)
ENT-06619,CON-041319,Romain Garcia,Charge de recrutement,utilisateur,0.0025119690528194365,like LinkedIn 04-24 (0.0025119690528194365)
ENT-00887,CON-076178,Elise Blanc,CEO,buyer,0.004186615088032394,like LinkedIn 04-24 (0.004186615088032394)
ENT-12234,CON-015217,Ines Blanc,,sans_titre,0.8143457039002517,like LinkedIn 04-24 (0.002093307544016197) · clic email 06-29 (0.8122523963562356)
ENT-09423,CON-070192,Felix Ferrari,Directeur RH,buyer,0.004186615088032394,like LinkedIn 04-24 (0.004186615088032394)
ENT-14804,CON-029432,Benjamin Andre,Directeur RH,buyer,1.2478908736970458,clic email 04-24 (0.016746460352129577) · clic email 06-25 (1.231144413344916)
ENT-14804,CON-020306,Pierre Faure,Executive Assistant,bruit,0.0,clic email 06-21 (0.0)
ENT-18822,CON-075462,Florian Jansen,Charge de recrutement,utilisateur,0.010047876211277746,clic email 04-24 (0.010047876211277746)
ENT-13350,CON-001515,Lucas Moreau,HR Manager,champion,0.22775186078896226,clic email 04-24 (0.013397168281703661) · clic email 06-03 (0.21435469250725858)
ENT-04385,CON-048865,Vincent Roux,Recruiter,utilisateur,0.4242640687119285,clic email 06-17 (0.4242640687119285)
ENT-04385,CON-048863,Anna Lambert,Charge de recrutement,utilisateur,0.03478864953826952,clic email 04-24 (0.010047876211277746) · clic email 05-07 (0.024740773326991775)
ENT-09740,CON-009402,Manon Chevalier,Chargee de recrutement,utilisateur,0.0426935223348824,clic email 04-24 (0.010047876211277746) · clic email 05-11 (0.03264564612360465)
ENT-04404,CON-045824,Thomas Faure,HR Manager,champion,2.6126048366216574,clic email 04-24 (0.013397168281703661) · clic email 07-09 (2.599207668339954)
ENT-08872,CON-055342,Lucas Guerin,VP People,buyer,0.016746460352129577,clic email 04-24 (0.016746460352129577)
ENT-07973,CON-048168,Anna Simon,People Ops Manager,champion,0.1875072809409285,clic email 04-24 (0.013397168281703661) · clic email 05-31 (0.17411011265922482)
ENT-06828,CON-040054,Romain Bernard,Recruiter,utilisateur,0.04307618831238882,clic email 05-15 (0.04307618831238882)
ENT-06828,CON-066275,Sarah Navarro,VP People,buyer,0.03125,clic email 05-03 (0.03125)
ENT-06828,CON-040053,Felix Fischer,Recruiter,utilisateur,0.010047876211277746,clic email 04-24 (0.010047876211277746)
ENT-04834,CON-060647,Ines Simon,Talent Acquisition Manager,champion,0.1875072809409285,clic email 04-24 (0.013397168281703661) · clic email 05-31 (0.17411011265922482)
ENT-12018,CON-075380,Nora Andre,People Ops Coordinator,utilisateur,0.12937376661189365,commentaire LinkedIn 04-24 (0.007535907158458309) · clic email 05-30 (0.12183785945343534)
ENT-11327,CON-020888,Greta Martin,,sans_titre,0.13207709681102367,clic email 04-24 (0.008373230176064788) · commentaire LinkedIn 06-06 (0.12370386663495887)
ENT-07269,CON-055232,Felix Smit,Office Manager,bruit,0.0,clic email 04-24 (0.0)
ENT-12536,CON-060773,Femke Laurent,Talent Acquisition Manager,champion,1.8379173679952558,clic email 07-04 (1.8379173679952558)
ENT-12536,CON-060772,Claire Ferrari,Talent Acquisition Manager,champion,0.03535533905932738,clic email 05-08 (0.03535533905932738)
ENT-12536,CON-060775,Pauline Laurent,,sans_titre,0.008373230176064788,clic email 04-24 (0.008373230176064788)
ENT-03568,CON-075807,Bastien Bernard,HR Intern,bruit,0.0,clic email 04-24 (0.0) · like LinkedIn 04-24 (0.0) · clic email 06-19 (0.0)
ENT-05309,CON-048594,Emil Petit,CEO,buyer,0.02061731110582648,clic email 04-27 (0.02061731110582648)
ENT-05309,CON-004743,Diego Blanc,HR Business Partner,champion,0.010047876211277748,commentaire LinkedIn 04-24 (0.010047876211277748)
ENT-08841,CON-002558,Margaux Simon,Chargee de recrutement,utilisateur,0.010047876211277746,clic email 04-24 (0.010047876211277746)
ENT-16676,CON-051683,Camille Fournier,HRBP,champion,0.0033492920704259153,like LinkedIn 04-24 (0.0033492920704259153)
ENT-15762,CON-070143,Manon Fischer,Talent Acquisition Specialist,utilisateur,0.3948888235361172,clic email 06-07 (0.21213203435596426) · commentaire LinkedIn 06-09 (0.18275678918015298)
ENT-15762,CON-070147,Manon Blanc,HR Business Partner,champion,0.013397168281703661,clic email 04-24 (0.013397168281703661)
ENT-13259,CON-058637,Laura Michel,People Ops Manager,champion,0.24313683928111068,clic email 04-24 (0.013397168281703661) · clic email 06-04 (0.22973967099940704)
ENT-08318,CON-061936,Sanne Meyer,HR Assistant,utilisateur,0.010047876211277746,clic email 04-24 (0.010047876211277746)
ENT-04202,CON-072971,Jonas Fournier,HR Officer,utilisateur,0.8890269148763257,clic email 04-24 (0.010047876211277746) · clic email 06-17 (0.4242640687119285) · clic email 06-18 (0.45471496995311944)
ENT-04202,CON-015465,Maxime Serrano,Charge de recrutement,utilisateur,0.13995494873052114,clic email 06-01 (0.13995494873052114)
ENT-19051,CON-038283,Ines Michel,Talent Acquisition Specialist,utilisateur,0.010047876211277746,clic email 04-24 (0.010047876211277746)
ENT-12177,CON-010016,Julie Martin,Head of People,buyer,0.9330329915368074,clic email 06-21 (0.9330329915368074)
ENT-12177,CON-010013,Julien Jansen,HR Business Partner,champion,0.013397168281703661,clic email 04-24 (0.013397168281703661)
ENT-12177,CON-010015,Lea Garcia,Chargee de recrutement,utilisateur,0.011541978875108596,clic email 04-26 (0.011541978875108596)
ENT-03160,CON-012926,Antoine Ferrari,HR Business Partner,champion,0.0033492920704259153,like LinkedIn 04-24 (0.0033492920704259153)
ENT-04676,CON-067472,Florian Bonnet,VP People,buyer,1.5282764117744954,commentaire LinkedIn 04-24 (0.012559845264097182) · clic email 06-28 (1.5157165665103982)
ENT-03738,CON-070011,Laura Garcia,Executive Assistant,bruit,0.0,commentaire LinkedIn 04-25 (0.0)
ENT-03738,CON-070009,Lea Simon,Executive Assistant,bruit,0.0,clic email 05-07 (0.0)
ENT-05043,CON-016021,Lucas Visser,Recruiter,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-04687,CON-025100,Sophie Vincent,Charge de recrutement,utilisateur,0.6892190129982211,clic email 06-24 (0.6892190129982211)
ENT-04687,CON-025098,Thomas Faure,HR Assistant,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-00357,CON-035947,Pablo Rousseau,HR Business Partner,champion,0.014358729437462931,clic email 04-25 (0.014358729437462931)
ENT-05920,CON-067610,Alexandre Girard,Talent Acquisition Specialist,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-05920,CON-059120,Lucas Rousseau,Office Manager,bruit,0.0,clic email 05-09 (0.0) · commentaire LinkedIn 06-26 (0.0)
ENT-01529,CON-074667,Jonas Roux,HR Intern,bruit,0.0,clic email 04-25 (0.0)
ENT-03894,CON-058353,Diego Girard,,sans_titre,0.008974205898414332,clic email 04-25 (0.008974205898414332)
ENT-03054,CON-027811,Bastien Michel,HR Officer,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-19553,CON-026301,Nora Fournier,HR Officer,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-12734,CON-062332,Chloe Mercier,Talent Acquisition Manager,champion,0.014358729437462931,clic email 04-25 (0.014358729437462931)
ENT-06073,CON-046901,Jonas Faure,Charge de recrutement,utilisateur,0.008076785308572898,commentaire LinkedIn 04-25 (0.008076785308572898)
ENT-14731,CON-036297,Pablo Dupont,Recruiter,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-20037,CON-033377,Quentin Andre,HR Officer,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-17650,CON-076224,Vincent Fontaine,Recruiter,utilisateur,0.0026922617695242994,like LinkedIn 04-25 (0.0026922617695242994)
ENT-13760,CON-039792,Antoine Fontaine,,sans_titre,0.5089742058984144,clic email 04-25 (0.008974205898414332) · clic email 06-22 (0.5)
ENT-13760,CON-039789,Camille Fontaine,VP People,buyer,0.1435872943746294,clic email 05-25 (0.1435872943746294)
ENT-19762,CON-072857,Hugo Bernard,Talent Acquisition Manager,champion,0.7464263932294459,clic email 06-21 (0.7464263932294459)
ENT-19762,CON-072855,Ines Durand,Office Manager,bruit,0.0,clic email 04-25 (0.0)
ENT-13756,CON-064128,Pierre Serrano,Executive Assistant,bruit,0.0,commentaire LinkedIn 04-25 (0.0)
ENT-09750,CON-025688,Laura Serrano,Office Manager,bruit,0.0,clic email 04-25 (0.0)
ENT-08240,CON-039035,Sanne Muller,Executive Assistant,bruit,0.0,commentaire LinkedIn 04-25 (0.0)
ENT-08240,CON-039034,Lea Guerin,HR Intern,bruit,0.0,commentaire LinkedIn 05-31 (0.0)
ENT-12230,CON-070224,Diego Dubois,People Ops Coordinator,utilisateur,0.008076785308572898,commentaire LinkedIn 04-25 (0.008076785308572898)
ENT-11753,CON-029542,Sarah Lefebvre,Recruiter,utilisateur,0.22735748497655967,clic email 06-08 (0.22735748497655967)
ENT-11753,CON-029538,Manon Boyer,Recruiter,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-01560,CON-026621,Ines Fischer,Compensation & Benefits Manager,champion,0.014358729437462931,clic email 04-25 (0.014358729437462931)
ENT-09232,CON-025462,Vincent Garnier,Talent Acquisition Specialist,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-10038,CON-015124,Camille Roux,COO,buyer,0.013461308847621497,commentaire LinkedIn 04-25 (0.013461308847621497)
ENT-09295,CON-039771,Antoine Navarro,People Ops Manager,champion,0.03535533905932738,like LinkedIn 05-28 (0.03535533905932738)
ENT-09295,CON-039766,Thomas Dupont,Chargee de recrutement,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-13312,CON-021771,Margaux Jansen,VP People,buyer,0.017948411796828663,clic email 04-25 (0.017948411796828663)
ENT-11353,CON-015961,Pierre Garnier,Talent Acquisition Manager,champion,0.15157165665103978,clic email 05-29 (0.15157165665103978)
ENT-11353,CON-015962,Nicolas Fournier,Talent Acquisition Manager,champion,0.014358729437462931,clic email 04-25 (0.014358729437462931)
ENT-16475,CON-008390,Pierre Guerin,People Ops Manager,champion,0.32490095854249423,clic email 06-09 (0.32490095854249423)
ENT-16475,CON-030431,Bastien Ferrari,Charge de recrutement,utilisateur,0.08615237662477764,clic email 05-25 (0.08615237662477764)
ENT-16475,CON-030430,Sanne Meyer,HR Assistant,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-07889,CON-049965,Quentin Muller,Head of Talent Acquisition,buyer,0.1538930516681145,clic email 05-26 (0.1538930516681145)
ENT-07889,CON-049964,Thomas Laurent,HR Assistant,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-13609,CON-020316,Jonas Meyer,Talent Acquisition Specialist,utilisateur,0.008076785308572898,commentaire LinkedIn 04-25 (0.008076785308572898)
ENT-13609,CON-020317,Vincent Michel,HR Intern,bruit,0.0,commentaire LinkedIn 05-29 (0.0)
ENT-10963,CON-000205,Pablo Smit,Head of Talent Acquisition,buyer,0.017948411796828663,clic email 04-25 (0.017948411796828663)
ENT-07943,CON-048568,Greta Martin,Talent Acquisition Specialist,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-12710,CON-030466,Camille Simon,HR Officer,utilisateur,3.394112549695428,clic email 07-17 (3.394112549695428)
ENT-12710,CON-015595,Femke Michel,Chargee de recrutement,utilisateur,0.075,clic email 05-23 (0.075)
ENT-12710,CON-015591,Jan Leroy,HR Officer,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-08194,CON-062207,Lars Petit,HRBP,champion,2.996474619995881,commentaire LinkedIn 04-25 (0.0107690470780972) · clic email 07-11 (2.9857055729177837)
ENT-16332,CON-020711,Antoine Guerin,Recruiter,utilisateur,0.32896709861204354,clic email 04-25 (0.010769047078097197) · commentaire LinkedIn 06-17 (0.31819805153394637)
ENT-16332,CON-020710,Felix Visser,Directrice RH,buyer,0.07694652583405726,clic email 05-16 (0.07694652583405726)
ENT-10058,CON-057663,Antoine Ferrari,Directeur RH,buyer,0.004487102949207166,like LinkedIn 04-25 (0.004487102949207166)
ENT-16625,CON-015569,Lea Simon,HR Intern,bruit,0.0,clic email 04-25 (0.0)
ENT-16467,CON-060272,Ines Navarro,HR Assistant,utilisateur,0.010769047078097197,clic email 04-25 (0.010769047078097197)
ENT-16042,CON-060203,Anais Jansen,HR Director,buyer,0.004487102949207166,like LinkedIn 04-25 (0.004487102949207166)
ENT-10271,CON-011861,Lars Rousseau,Recruiter,utilisateur,0.4981204848918384,clic email 04-25 (0.010769047078097197) · like LinkedIn 07-09 (0.48735143781374124)
ENT-10271,CON-011860,Julien Simon,Talent Acquisition Manager,champion,0.015389305166811463,clic email 04-26 (0.015389305166811463)
ENT-16414,CON-019980,Sophie Rossi,People Ops Coordinator,utilisateur,2.4,clic email 07-12 (2.4)
